dataset,stem,n_residues,n_true,marinfold_exp199,px_ss_structure,px_ss_distogram,px_msa_structure,px_msa_distogram
denovo_pdb,6xi6_A,269,199,0.4120603015075377,0.8592964824120602,0.4170854271356783,0.864321608040201,0.4170854271356783
denovo_pdb,6xt4_A,235,169,0.5621301775147929,0.6627218934911243,0.4023668639053254,0.6627218934911243,0.4142011834319526
denovo_pdb,6y7p_A,319,322,0.8198757763975155,0.8695652173913043,0.3975155279503105,0.8664596273291926,0.3788819875776397
denovo_pdb,6ypi_A,87,57,0.6666666666666666,0.6842105263157895,0.5964912280701754,0.7017543859649122,0.6140350877192983
denovo_pdb,6yqx_A,181,221,0.6380090497737556,0.8868778280542986,0.5203619909502263,0.8506787330316742,0.4841628959276018
denovo_pdb,6yqy_A,178,237,0.70042194092827,0.8354430379746836,0.510548523206751,0.8354430379746836,0.5021097046413502
denovo_pdb,6z2i_A,168,210,0.5047619047619047,0.7714285714285715,0.4809523809523809,0.7476190476190476,0.5095238095238095
denovo_pdb,7a8s_A,190,237,0.6413502109704642,0.7341772151898734,0.4894514767932489,0.7468354430379747,0.4810126582278481
denovo_pdb,7ah0_A,104,66,0.22727272727272727,0.5909090909090909,0.3939393939393939,0.6060606060606061,0.4242424242424242
denovo_pdb,7awy_A,311,367,0.7602179836512262,0.7983651226158038,0.438692098092643,0.8010899182561307,0.4741144414168937
denovo_pdb,7awz_A,313,351,0.7834757834757835,0.8062678062678063,0.4472934472934473,0.7948717948717948,0.452991452991453
denovo_pdb,7ax0_A,317,362,0.8121546961325967,0.856353591160221,0.4447513812154696,0.8453038674033149,0.4668508287292817
denovo_pdb,7ax2_A,311,356,0.7640449438202247,0.8146067415730337,0.3707865168539326,0.8089887640449438,0.4101123595505618
denovo_pdb,7bid_A,286,292,0.8013698630136986,0.928082191780822,0.363013698630137,0.9246575342465754,0.3732876712328767
denovo_pdb,7dgu_A,97,79,0.7848101265822784,0.9113924050632912,0.6075949367088608,0.8987341772151899,0.6075949367088608
denovo_pdb,7dgw_A,94,60,0.65,0.7333333333333333,0.35,0.75,0.35
denovo_pdb,7dgy_A,99,64,0.5,0.890625,0.484375,0.890625,0.5
denovo_pdb,7dmf_A,189,159,0.3836477987421384,0.610062893081761,0.5283018867924528,0.8490566037735849,0.5723270440251572
denovo_pdb,7f1h_A,189,235,0.5106382978723404,0.0936170212765957,0.0851063829787234,0.9148936170212766,0.4340425531914894
denovo_pdb,7f1i_A,191,228,0.4956140350877193,0.1096491228070175,0.0701754385964912,0.8947368421052632,0.4385964912280701
denovo_pdb,7f1j_A,190,230,0.4652173913043478,0.0956521739130434,0.0913043478260869,0.8956521739130435,0.4304347826086956
denovo_pdb,7f1k_A,193,240,0.45,0.0708333333333333,0.075,0.8875,0.4208333333333333
denovo_pdb,7f1l_A,194,251,0.4342629482071713,0.0597609561752988,0.0836653386454183,0.900398406374502,0.4063745019920319
denovo_pdb,7hiy_A,126,93,0.8709677419354839,0.9032258064516128,0.6236559139784946,0.9032258064516128,0.5913978494623656
denovo_pdb,7hiz_A,126,91,0.8461538461538461,0.912087912087912,0.6153846153846154,0.912087912087912,0.5714285714285714
denovo_pdb,7hj0_A,126,90,0.8555555555555555,0.9111111111111112,0.6333333333333333,0.9111111111111112,0.5888888888888889
denovo_pdb,7hj1_A,126,93,0.8172043010752689,0.9032258064516128,0.6021505376344086,0.9032258064516128,0.5698924731182796
denovo_pdb,7hj2_A,126,87,0.8275862068965517,0.9080459770114944,0.5862068965517241,0.8735632183908046,0.5517241379310345
denovo_pdb,7hj3_A,126,90,0.8666666666666667,0.9111111111111112,0.6111111111111112,0.9,0.5666666666666667
denovo_pdb,7hj4_A,126,93,0.8602150537634409,0.9032258064516128,0.6021505376344086,0.913978494623656,0.5698924731182796
denovo_pdb,7hj5_A,126,91,0.8571428571428571,0.912087912087912,0.6263736263736264,0.912087912087912,0.5714285714285714
denovo_pdb,7hj6_A,126,96,0.875,0.9270833333333334,0.5833333333333334,0.9166666666666666,0.5729166666666666
denovo_pdb,7hj7_A,126,93,0.8494623655913979,0.913978494623656,0.6021505376344086,0.9032258064516128,0.5698924731182796
denovo_pdb,7hj8_A,126,94,0.851063829787234,0.9148936170212766,0.5851063829787234,0.8936170212765957,0.5531914893617021
denovo_pdb,7hj9_A,126,92,0.8369565217391305,0.9130434782608696,0.6086956521739131,0.9239130434782608,0.5760869565217391
denovo_pdb,7hja_A,126,90,0.8555555555555555,0.8888888888888888,0.6222222222222222,0.8888888888888888,0.5777777777777777
denovo_pdb,7hjb_A,126,95,0.8421052631578947,0.9052631578947368,0.6,0.8947368421052632,0.5684210526315789
denovo_pdb,7hjc_A,126,93,0.8279569892473119,0.9247311827956988,0.6129032258064516,0.913978494623656,0.5806451612903226
denovo_pdb,7hjd_A,126,93,0.8387096774193549,0.8924731182795699,0.6021505376344086,0.9032258064516128,0.5698924731182796
denovo_pdb,7hje_A,126,93,0.8602150537634409,0.913978494623656,0.6129032258064516,0.913978494623656,0.5806451612903226
denovo_pdb,7hjf_A,126,93,0.8172043010752689,0.9032258064516128,0.6021505376344086,0.913978494623656,0.5698924731182796
denovo_pdb,7hjg_A,126,98,0.8673469387755102,0.9183673469387756,0.5918367346938775,0.8979591836734694,0.5816326530612245
denovo_pdb,7hjh_A,126,92,0.8369565217391305,0.9021739130434784,0.6086956521739131,0.9130434782608696,0.5652173913043478
denovo_pdb,7hji_A,126,95,0.8631578947368421,0.8947368421052632,0.5894736842105263,0.8842105263157894,0.5578947368421052
denovo_pdb,7hjj_A,126,93,0.8387096774193549,0.913978494623656,0.6129032258064516,0.8924731182795699,0.5806451612903226
denovo_pdb,7hjk_A,126,92,0.8586956521739131,0.9021739130434784,0.6195652173913043,0.9130434782608696,0.5760869565217391
denovo_pdb,7hjl_A,126,91,0.8461538461538461,0.912087912087912,0.6043956043956044,0.9010989010989012,0.5604395604395604
denovo_pdb,7hjm_A,126,94,0.8404255319148937,0.9148936170212766,0.6063829787234043,0.925531914893617,0.5638297872340425
denovo_pdb,7hjn_A,126,90,0.8222222222222222,0.9333333333333332,0.6222222222222222,0.9,0.5666666666666667
denovo_pdb,7hjo_A,126,90,0.8222222222222222,0.9222222222222224,0.6222222222222222,0.9111111111111112,0.5777777777777777
denovo_pdb,7hjp_A,126,93,0.8709677419354839,0.913978494623656,0.6021505376344086,0.913978494623656,0.5698924731182796
denovo_pdb,7hjq_A,126,93,0.8494623655913979,0.9032258064516128,0.6021505376344086,0.8817204301075269,0.5591397849462365
denovo_pdb,7hjr_A,126,94,0.8404255319148937,0.9148936170212766,0.6063829787234043,0.9148936170212766,0.574468085106383
denovo_pdb,7hjs_A,126,90,0.8333333333333334,0.9111111111111112,0.6222222222222222,0.9111111111111112,0.5888888888888889
denovo_pdb,7hjt_A,126,90,0.8444444444444444,0.9111111111111112,0.6222222222222222,0.9111111111111112,0.5666666666666667
denovo_pdb,7hju_A,126,93,0.8602150537634409,0.913978494623656,0.6129032258064516,0.913978494623656,0.5806451612903226
denovo_pdb,7hjv_A,126,92,0.8152173913043478,0.9130434782608696,0.6086956521739131,0.9021739130434784,0.5760869565217391
denovo_pdb,7hjw_A,126,97,0.8762886597938144,0.9175257731958762,0.5876288659793815,0.9175257731958762,0.5670103092783505
denovo_pdb,7hjx_A,126,93,0.8279569892473119,0.9032258064516128,0.6129032258064516,0.8924731182795699,0.5698924731182796
denovo_pdb,7hjy_A,126,91,0.8241758241758241,0.9010989010989012,0.6153846153846154,0.9010989010989012,0.5714285714285714
denovo_pdb,7hjz_A,126,95,0.8526315789473684,0.8842105263157894,0.6,0.8842105263157894,0.5789473684210527
denovo_pdb,7hk0_A,126,96,0.8854166666666666,0.9166666666666666,0.6145833333333334,0.9166666666666666,0.59375
denovo_pdb,7hk1_A,126,90,0.8333333333333334,0.9111111111111112,0.6222222222222222,0.9111111111111112,0.5777777777777777
denovo_pdb,7hk2_A,126,95,0.8631578947368421,0.8947368421052632,0.6105263157894737,0.8947368421052632,0.5894736842105263
denovo_pdb,7hk3_A,126,92,0.8478260869565217,0.8913043478260869,0.6195652173913043,0.8695652173913043,0.5760869565217391
denovo_pdb,7hk4_A,126,96,0.875,0.90625,0.59375,0.875,0.5833333333333334
denovo_pdb,7jrq_A,127,95,0.7052631578947368,0.7052631578947368,0.5157894736842106,0.7157894736842105,0.5052631578947369
denovo_pdb,7kuw_A,62,13,0.46153846153846156,0.6923076923076923,0.1538461538461538,0.6923076923076923,0.2307692307692307
denovo_pdb,7mcc_A,190,173,0.3988439306358382,0.6820809248554913,0.4566473988439306,0.7167630057803468,0.4566473988439306
denovo_pdb,7ocm_A,174,159,0.8301886792452831,0.0754716981132075,0.0943396226415094,0.8553459119496856,0.4276729559748428
denovo_pdb,7osu_A,183,242,0.71900826446281,0.7768595041322314,0.4752066115702479,0.7892561983471075,0.4834710743801653
denovo_pdb,7osv_A,173,214,0.6869158878504673,0.8551401869158879,0.5373831775700935,0.7616822429906542,0.5327102803738317
denovo_pdb,7ot7_A,183,242,0.6900826446280992,0.8223140495867769,0.5082644628099173,0.8016528925619835,0.5
denovo_pdb,7p12_A,184,219,0.7123287671232876,0.908675799086758,0.5114155251141552,0.8264840182648402,0.4885844748858447
denovo_pdb,7qnl_AAA,240,166,0.8975903614457831,0.9397590361445785,0.4096385542168674,0.9457831325301204,0.4156626506024096
denovo_pdb,7rmx_A,229,231,0.5584415584415584,0.8614718614718615,0.5930735930735931,0.8917748917748918,0.6190476190476191
denovo_pdb,7smj_A,174,166,0.42168674698795183,0.891566265060241,0.4578313253012048,0.8734939759036144,0.463855421686747
denovo_pdb,7sq3_A,146,110,0.14545454545454545,0.7818181818181819,0.5727272727272728,0.7818181818181819,0.5818181818181818
denovo_pdb,7sq4_A,48,3,1.0,0.0,1.0,0.0,1.0
denovo_pdb,7sq5_A,140,114,0.14035087719298245,0.8508771929824561,0.5789473684210527,0.8771929824561403,0.5701754385964912
denovo_pdb,7tal_A,196,194,0.7628865979381443,0.4690721649484536,0.3917525773195876,0.8556701030927835,0.5360824742268041
denovo_pdb,7tjl_A,85,58,0.3793103448275862,0.3448275862068966,0.2586206896551724,0.3448275862068966,0.2586206896551724
denovo_pdb,7udo_A,172,148,0.5337837837837838,0.8918918918918919,0.5202702702702703,0.8918918918918919,0.5337837837837838
denovo_pdb,7uek_A,228,299,0.6555183946488294,0.862876254180602,0.6187290969899666,0.862876254180602,0.6220735785953178
denovo_pdb,7ur7_A,63,60,0.85,0.7833333333333333,0.65,0.7833333333333333,0.65
denovo_pdb,7ur8_A,71,44,0.75,0.5681818181818182,0.5,0.5909090909090909,0.4772727272727273
denovo_pdb,7vql_A,115,95,0.8210526315789474,0.7894736842105263,0.4,0.7578947368421053,0.4105263157894737
denovo_pdb,7vqv_A,115,108,0.8425925925925926,0.7592592592592593,0.3981481481481481,0.7777777777777778,0.4166666666666667
denovo_pdb,7vty_A,90,82,0.7926829268292683,0.8536585365853658,0.6463414634146342,0.8536585365853658,0.6341463414634146
denovo_pdb,7vu4_A,117,102,0.8529411764705882,0.8137254901960784,0.5196078431372549,0.8431372549019608,0.4705882352941176
denovo_pdb,8a3k_UNK,127,104,0.4326923076923077,0.8846153846153846,0.5384615384615384,0.1057692307692307,0.1923076923076923
denovo_pdb,8ah9_A,115,132,0.8560606060606061,0.9318181818181818,0.5378787878787878,0.9318181818181818,0.553030303030303
denovo_pdb,8bcs_A,49,21,0.8571428571428571,0.9523809523809524,0.7619047619047619,0.9523809523809524,0.7619047619047619
denovo_pdb,8bl3_A,141,163,0.6809815950920245,0.9263803680981596,0.50920245398773,0.9263803680981596,0.5153374233128835
denovo_pdb,8bl5_A,117,110,0.6090909090909091,0.7909090909090909,0.4818181818181818,0.8909090909090909,0.4909090909090909
denovo_pdb,8bl6_A,139,155,0.6838709677419355,0.832258064516129,0.5096774193548387,0.8709677419354839,0.5032258064516129
denovo_pdb,8bl9_A,116,108,0.6851851851851852,0.5277777777777778,0.3796296296296296,0.8148148148148148,0.4444444444444444
denovo_pdb,8bu0_A,136,124,0.9435483870967742,0.9596774193548387,0.5483870967741935,0.9435483870967742,0.5403225806451613
denovo_pdb,8ch0_A,136,125,0.944,0.944,0.536,0.928,0.544
denovo_pdb,8chy_A,272,267,0.9325842696629213,0.9438202247191012,0.5730337078651685,0.9288389513108616,0.5692883895131086
denovo_pdb,8cig_A,136,121,0.9586776859504132,0.950413223140496,0.5454545454545454,0.9586776859504132,0.5537190082644629
denovo_pdb,8ckr_A,136,127,0.9448818897637795,0.952755905511811,0.5826771653543307,0.9606299212598424,0.5905511811023622
denovo_pdb,8cmq_A,136,122,0.9262295081967213,0.9344262295081968,0.5409836065573771,0.9262295081967212,0.5327868852459017
denovo_pdb,8cqq_A,272,257,0.933852140077821,0.9455252918287936,0.556420233463035,0.9455252918287936,0.5719844357976653
denovo_pdb,8cux_B,119,99,0.32323232323232326,0.0202020202020202,0.0404040404040404,0.8383838383838383,0.4343434343434343
denovo_pdb,8d03_A,65,44,0.18181818181818182,0.6136363636363636,0.4090909090909091,0.6136363636363636,0.4090909090909091
denovo_pdb,8d05_A,60,48,0.6875,0.8333333333333334,0.4791666666666667,0.875,0.4791666666666667
denovo_pdb,8d9o_A,194,169,0.5384615384615384,0.8994082840236687,0.6568047337278107,0.8698224852071006,0.6331360946745562
denovo_pdb,8d9p_A,195,160,0.51875,0.875,0.6375,0.875,0.63125
denovo_pdb,8eov_A,139,145,0.7448275862068966,0.8551724137931035,0.7241379310344828,0.8620689655172413,0.7310344827586207
denovo_pdb,8eoz_B,227,215,0.06046511627906977,0.8372093023255814,0.6325581395348837,0.8325581395348837,0.6325581395348837
denovo_pdb,8etq_A,277,300,0.26,0.2266666666666666,0.16,0.2266666666666666,0.16
denovo_pdb,8fjf_A,127,94,0.6276595744680851,0.8297872340425532,0.4361702127659574,0.8085106382978723,0.4361702127659574
denovo_pdb,8fjg_A,104,92,0.7282608695652174,0.8043478260869565,0.6195652173913043,0.8043478260869565,0.6304347826086957
denovo_pdb,8g9j_A,201,153,0.6601307189542484,0.8562091503267973,0.4836601307189542,0.8496732026143791,0.4836601307189542
denovo_pdb,8gl3_A,189,155,0.3225806451612903,0.5548387096774193,0.4193548387096774,0.5741935483870968,0.3806451612903225
denovo_pdb,8j1w_A,175,152,0.19078947368421054,0.5394736842105263,0.4671052631578947,0.5657894736842105,0.4868421052631579
denovo_pdb,8j1x_A,174,159,0.22641509433962265,0.5786163522012578,0.4779874213836478,0.5534591194968553,0.4591194968553459
denovo_pdb,8j98_A,184,172,0.19767441860465115,0.7151162790697675,0.5348837209302325,0.7441860465116279,0.5755813953488372
denovo_pdb,8ju8_A,139,93,0.6774193548387096,0.7849462365591398,0.2150537634408602,0.7849462365591398,0.2150537634408602
denovo_pdb,8k7o_A,233,204,0.6176470588235294,0.8235294117647058,0.4068627450980392,0.8431372549019608,0.4019607843137255
denovo_pdb,8k7z_A,172,91,0.2087912087912088,0.8241758241758241,0.3956043956043956,0.8021978021978022,0.4065934065934066
denovo_pdb,8k8f_A,179,122,0.5573770491803278,0.8852459016393442,0.3278688524590163,0.8852459016393442,0.3278688524590163
denovo_pdb,8k8g_A,209,140,0.2642857142857143,0.8285714285714286,0.3642857142857142,0.8357142857142857,0.35
denovo_pdb,8k8i_A,211,91,0.4175824175824176,0.7692307692307693,0.2527472527472527,0.7692307692307693,0.2637362637362637
denovo_pdb,8ka7_A,115,87,0.39080459770114945,0.6781609195402298,0.3793103448275862,0.6896551724137931,0.3448275862068966
denovo_pdb,8kac_A,121,103,0.5436893203883495,0.8640776699029126,0.4660194174757281,0.4466019417475728,0.3689320388349514
denovo_pdb,8kc0_A,115,111,0.5495495495495496,0.8018018018018018,0.4504504504504504,0.8018018018018018,0.4414414414414414
denovo_pdb,8kc1_A,83,45,0.35555555555555557,0.7111111111111111,0.3777777777777777,0.7111111111111111,0.3777777777777777
denovo_pdb,8kc4_A,151,125,0.664,0.768,0.496,0.776,0.488
denovo_pdb,8kc8_A,227,160,0.68125,0.7,0.33125,0.6875,0.325
denovo_pdb,8kcj_A,179,122,0.5655737704918032,0.9016393442622952,0.3278688524590163,0.9016393442622952,0.3278688524590163
denovo_pdb,8kck_A,206,137,0.291970802919708,0.8540145985401459,0.3576642335766423,0.8540145985401459,0.3503649635036496
denovo_pdb,8kdq_A,233,204,0.6274509803921569,0.8235294117647058,0.4166666666666667,0.8480392156862745,0.4068627450980392
denovo_pdb,8oys_A,190,148,0.6351351351351351,0.7702702702702703,0.4189189189189189,0.7567567567567568,0.3986486486486486
denovo_pdb,8oyw_A,178,167,0.30538922155688625,0.8383233532934131,0.5149700598802395,0.8383233532934131,0.5209580838323353
denovo_pdb,8p4y_A,192,172,0.029069767441860465,0.6976744186046512,0.5755813953488372,0.7965116279069767,0.5813953488372093
denovo_pdb,8pf0_A,153,136,0.6838235294117647,0.7720588235294118,0.4632352941176471,0.6102941176470589,0.4485294117647059
denovo_pdb,8q52_A,320,296,0.6925675675675675,0.5033783783783784,0.3547297297297297,0.7736486486486487,0.429054054054054
denovo_pdb,8qad_A,145,134,0.23134328358208955,0.3805970149253731,0.3432835820895522,0.3582089552238806,0.3358208955223881
denovo_pdb,8qaf_A,59,39,0.38461538461538464,0.0769230769230769,0.2051282051282051,0.0769230769230769,0.2051282051282051
denovo_pdb,8qkd_A,281,239,0.5230125523012552,0.895397489539749,0.4142259414225941,0.895397489539749,0.405857740585774
denovo_pdb,8qup_A,114,93,0.6774193548387096,0.8172043010752689,0.6021505376344086,0.8064516129032258,0.6236559139784946
denovo_pdb,8qzn_A,346,283,0.7879858657243817,0.8904593639575972,0.4664310954063604,0.8798586572438163,0.4452296819787986
denovo_pdb,8r8o_A,262,327,0.5535168195718655,0.7798165137614679,0.4617737003058104,0.7737003058103975,0.4587155963302752
denovo_pdb,8sjf_A,107,76,0.6710526315789473,0.8026315789473685,0.4736842105263157,0.8289473684210527,0.4736842105263157
denovo_pdb,8tnm_A,136,115,0.43478260869565216,0.8260869565217391,0.5391304347826087,0.8173913043478261,0.5304347826086957
denovo_pdb,8vc8_A,197,147,0.29931972789115646,0.8843537414965986,0.4897959183673469,0.8843537414965986,0.4965986394557823
denovo_pdb,8vei_A,117,95,0.5052631578947369,0.8526315789473684,0.5368421052631579,0.8421052631578947,0.5473684210526316
denovo_pdb,8vez_A,115,107,0.822429906542056,0.8691588785046729,0.4953271028037383,0.8878504672897196,0.4859813084112149
denovo_pdb,8w97_A,135,116,0.31896551724137934,0.7931034482758621,0.4310344827586206,0.8017241379310345,0.4224137931034483
denovo_pdb,8xyr_A,165,187,0.6310160427807486,0.106951871657754,0.106951871657754,0.93048128342246,0.46524064171123
denovo_pdb,8xyu_A,169,190,0.6736842105263158,0.1,0.1,0.9263157894736842,0.4421052631578947
denovo_pdb,8xyw_A,105,106,0.7830188679245284,0.8301886792452831,0.4528301886792453,0.8584905660377359,0.4339622641509434
denovo_pdb,8y33_A,184,163,0.17791411042944785,0.7116564417177914,0.5153374233128835,0.7423312883435583,0.5521472392638037
denovo_pdb,9bk7_A,102,59,0.559322033898305,0.7288135593220338,0.3050847457627119,0.7457627118644068,0.288135593220339
denovo_pdb,9cte_A,110,84,0.7142857142857143,0.75,0.5714285714285714,0.7619047619047619,0.6190476190476191
denovo_pdb,9d01_A,369,398,0.3015075376884422,0.9020100502512562,0.5904522613065326,0.907035175879397,0.5904522613065326
denovo_pdb,9db8_A,107,74,0.6756756756756757,0.8108108108108109,0.4459459459459459,0.8108108108108109,0.4459459459459459
denovo_pdb,9db9_A,107,75,0.68,0.7866666666666666,0.44,0.7866666666666666,0.44
denovo_pdb,9dba_A,107,77,0.6233766233766234,0.7402597402597403,0.4155844155844156,0.7792207792207793,0.4025974025974026
denovo_pdb,9dbb_A,107,76,0.6710526315789473,0.8289473684210527,0.4473684210526316,0.8157894736842105,0.4473684210526316
denovo_pdb,9dbc_A,109,74,0.6081081081081081,0.7972972972972973,0.4189189189189189,0.7837837837837838,0.4459459459459459
denovo_pdb,9dbd_A,326,286,0.3986013986013986,0.5524475524475524,0.3496503496503496,0.5559440559440559,0.3426573426573426
denovo_pdb,9dbu_A,106,67,0.5671641791044776,0.8507462686567164,0.4328358208955223,0.835820895522388,0.417910447761194
denovo_pdb,9dbv_A,107,67,0.5373134328358209,0.8507462686567164,0.4029850746268656,0.8507462686567164,0.417910447761194
denovo_pdb,9dbw_A,107,70,0.5571428571428572,0.8714285714285714,0.4142857142857143,0.8571428571428571,0.4142857142857143
denovo_pdb,9dcx_A,257,231,0.329004329004329,0.9047619047619048,0.4891774891774891,0.9177489177489178,0.4718614718614718
denovo_pdb,9dd2_A,258,236,0.3305084745762712,0.8389830508474576,0.4449152542372881,0.8305084745762712,0.4449152542372881
denovo_pdb,9de4_A,106,65,0.5076923076923077,0.8307692307692308,0.4615384615384615,0.8461538461538461,0.4461538461538462
denovo_pdb,9dea_A,79,51,0.1568627450980392,0.803921568627451,0.4705882352941176,0.7843137254901961,0.4313725490196078
denovo_pdb,9ded_A,114,125,0.776,0.872,0.504,0.872,0.496
denovo_pdb,9dw2_A,126,95,0.8421052631578947,0.9052631578947368,0.6,0.9052631578947368,0.5684210526315789
denovo_pdb,9fw5_A,197,168,0.4107142857142857,0.8928571428571429,0.5297619047619048,0.8988095238095238,0.5357142857142857
denovo_pdb,9fw7_A,199,202,0.3465346534653465,0.7574257425742574,0.5148514851485149,0.7524752475247525,0.5198019801980198
denovo_pdb,9fwa_A,202,166,0.21084337349397592,0.8012048192771084,0.4698795180722891,0.8373493975903614,0.4698795180722891
denovo_pdb,9gvf_A,211,144,0.5486111111111112,0.8402777777777778,0.2847222222222222,0.8611111111111112,0.3472222222222222
denovo_pdb,9h10_A,208,142,0.5774647887323944,0.8661971830985915,0.2957746478873239,0.8661971830985915,0.2887323943661972
denovo_pdb,9h3c_A,212,142,0.528169014084507,0.8169014084507042,0.2957746478873239,0.8169014084507042,0.2887323943661972
denovo_pdb,9h4c_A,106,67,0.26865671641791045,0.5671641791044776,0.3283582089552239,0.5373134328358209,0.3134328358208955
denovo_pdb,9hag_A,112,81,0.654320987654321,0.6172839506172839,0.3086419753086419,0.6172839506172839,0.3333333333333333
denovo_pdb,9hnh_A,151,158,0.7088607594936709,0.810126582278481,0.5632911392405063,0.8164556962025317,0.5759493670886076
denovo_pdb,9jl8_A,166,182,0.7527472527472527,0.1153846153846153,0.1043956043956044,0.9175824175824177,0.4065934065934066
denovo_pdb,9jl9_A,165,184,0.7336956521739131,0.1576086956521739,0.1358695652173913,0.9184782608695652,0.4347826086956521
denovo_pdb,9jla_A,166,176,0.7329545454545454,0.1193181818181818,0.1363636363636363,0.9090909090909092,0.4261363636363636
denovo_pdb,9jwo_A,280,257,0.7509727626459144,0.7003891050583657,0.3696498054474708,0.8560311284046692,0.3929961089494163
denovo_pdb,9jwq_A,286,254,0.7322834645669292,0.6811023622047244,0.3779527559055118,0.9015748031496064,0.3858267716535433
denovo_pdb,9jwt_A,292,272,0.7242647058823529,0.6433823529411765,0.3639705882352941,0.8308823529411765,0.4191176470588235
denovo_pdb,9kgz_A,125,147,0.48299319727891155,0.8639455782312925,0.5918367346938775,0.8707482993197279,0.5986394557823129
denovo_pdb,9lm8_A,381,315,0.4222222222222222,0.7904761904761904,0.4285714285714285,0.780952380952381,0.4095238095238095
denovo_pdb,9lni_A,212,220,0.4681818181818182,0.8272727272727273,0.6181818181818182,0.8090909090909091,0.6227272727272727
denovo_pdb,9lns_A,64,41,0.8048780487804879,0.8780487804878049,0.5609756097560976,0.8780487804878049,0.5609756097560976
denovo_pdb,9mrb_A,141,105,0.21904761904761905,0.7523809523809524,0.5047619047619047,0.7619047619047619,0.4952380952380952
denovo_pdb,9mxx_A,149,166,0.41566265060240964,0.7891566265060241,0.4216867469879518,0.8132530120481928,0.4518072289156626
denovo_pdb,9n0j_A,126,104,0.8942307692307693,0.9230769230769232,0.6634615384615384,0.9326923076923076,0.6730769230769231
denovo_pdb,9qdp_A,206,140,0.21428571428571427,0.8571428571428571,0.3785714285714285,0.8571428571428571,0.3714285714285714
denovo_pdb,9qrf_A,202,215,0.7255813953488373,0.1627906976744186,0.1441860465116279,0.8697674418604651,0.5906976744186047
denovo_pdb,9quc_A,171,164,0.3353658536585366,0.5487804878048781,0.4390243902439024,0.725609756097561,0.5
denovo_pdb,9qud_A,170,154,0.3181818181818182,0.7077922077922078,0.4675324675324675,0.7662337662337663,0.5194805194805194
denovo_pdb,9qui_A,170,153,0.3202614379084967,0.7124183006535948,0.4509803921568627,0.7712418300653595,0.5098039215686274
denovo_pdb,9qul_A,169,159,0.3584905660377358,0.5723270440251572,0.4150943396226415,0.7547169811320755,0.490566037735849
denovo_pdb,9quo_A,170,162,0.345679012345679,0.7283950617283951,0.4567901234567901,0.7469135802469136,0.5061728395061729
denovo_pdb,9r00_A,129,163,0.7239263803680982,0.8466257668711656,0.5521472392638037,0.8650306748466258,0.5766871165644172
denovo_pdb,9r0z_A,100,98,0.7857142857142857,0.8571428571428571,0.5204081632653061,0.8775510204081632,0.5408163265306123
denovo_pdb,9r17_A,105,86,0.7441860465116279,0.813953488372093,0.5,0.7906976744186046,0.4651162790697674
denovo_pdb,9r1j_A,132,115,0.19130434782608696,0.1652173913043478,0.208695652173913,0.1652173913043478,0.208695652173913
denovo_pdb,9r1k_A,126,104,0.18269230769230768,0.1442307692307692,0.173076923076923,0.1442307692307692,0.173076923076923
denovo_pdb,9r1l_A,133,108,0.2777777777777778,0.8703703703703703,0.5185185185185185,0.8518518518518519,0.5092592592592593
denovo_pdb,9r1m_A,129,108,0.19444444444444445,0.1388888888888889,0.1759259259259259,0.1203703703703703,0.1759259259259259
denovo_pdb,9r1n_A,132,54,0.5740740740740741,0.5185185185185185,0.4074074074074074,0.5185185185185185,0.4074074074074074
denovo_pdb,9r2k_A,177,222,0.4009009009009009,0.8918918918918919,0.5945945945945946,0.9054054054054054,0.5990990990990991
denovo_pdb,9r7f_A,202,137,0.27007299270072993,0.8686131386861314,0.4744525547445255,0.8686131386861314,0.4817518248175182
denovo_pdb,9raa_A,208,136,0.5808823529411765,0.875,0.3088235294117647,0.875,0.3161764705882353
denovo_pdb,9raq_A,208,144,0.5763888888888888,0.8541666666666666,0.3402777777777778,0.8472222222222222,0.3472222222222222
denovo_pdb,9rar_A,208,144,0.5555555555555556,0.8541666666666666,0.3055555555555556,0.8472222222222222,0.3055555555555556
denovo_pdb,9rb0_A,208,141,0.5531914893617021,0.8581560283687943,0.3333333333333333,0.851063829787234,0.3475177304964539
denovo_pdb,9rbe_A,208,138,0.6014492753623188,0.8840579710144928,0.3405797101449275,0.8840579710144928,0.3333333333333333
denovo_pdb,9szu_A,322,336,0.30952380952380953,0.8065476190476191,0.4761904761904761,0.7976190476190477,0.4821428571428571
denovo_pdb,9tas_A,126,95,0.8315789473684211,0.9263157894736842,0.5684210526315789,0.9263157894736842,0.5684210526315789
denovo_pdb,9tau_A,120,79,0.8354430379746836,0.8354430379746836,0.5949367088607594,0.8987341772151899,0.6075949367088608
denovo_pdb,9ugr_A,181,150,0.06666666666666667,0.0266666666666666,0.0,0.02,0.0
denovo_pdb,9v3a_A,120,85,0.49411764705882355,0.8352941176470589,0.5647058823529412,0.8470588235294118,0.5529411764705883
denovo_pdb,9v4l_A,68,58,0.5344827586206896,0.8793103448275862,0.7413793103448276,0.8793103448275862,0.7413793103448276
denovo_pdb,9vp8_A,129,119,0.6554621848739496,0.226890756302521,0.2436974789915966,0.8991596638655462,0.4873949579831932
denovo_pdb,9vvn_A,167,122,0.39344262295081966,0.7213114754098361,0.3852459016393442,0.7213114754098361,0.3852459016393442
