target_id,eval_set,arm,numbering,lddt,tm_score,gdt_ts,rmsd,n_matched_atoms,residue_identity
8b4u_A,eval-val,esmfold,prompt,0.929596,0.9901,0.982342,0.389409,2119,1.0
8b5w_A,eval-val,esmfold,prompt,0.566742,0.601932,0.212428,5.179134,2722,1.0
8b61_A,eval-val,esmfold,prompt,0.675178,0.753991,0.513959,4.400637,1572,1.0
8b6a_A,eval-val,esmfold,prompt,0.842669,0.923465,0.874286,1.188752,1331,1.0
8b6e_A,eval-val,esmfold,prompt,0.816231,0.838037,0.855769,1.235519,401,1.0
8baq_A,eval-val,esmfold,prompt,0.799047,0.932959,0.877404,1.137998,1703,1.0
8bau_A,eval-val,esmfold,prompt,0.880068,0.96376,0.921958,0.691388,1535,1.0
8bfy_A,eval-val,esmfold,prompt,0.844514,0.901129,0.622774,1.460108,2973,1.0
8bgb_A,eval-val,esmfold,prompt,0.919093,0.978595,0.980769,0.656989,979,1.0
8bke_A,eval-val,esmfold,prompt,0.744328,0.922128,0.796729,1.748135,3237,1.0
8bsb_A,eval-val,esmfold,prompt,0.877578,0.974675,0.963836,0.486885,1267,1.0
8bux_A,eval-val,esmfold,prompt,0.262585,0.336345,0.009516,12.393872,2156,0.9792
8c4d_A,eval-val,esmfold,prompt,0.925584,0.993256,0.998641,0.242095,1469,1.0
7xlz_A,eval-val,esmfold,prompt,0.86498,0.978143,0.957469,0.547297,1917,1.0
8c4y_A,eval-val,esmfold,prompt,0.862723,0.962378,0.851763,0.771627,2457,1.0
8cba_A,eval-val,esmfold,prompt,0.723848,0.871928,0.689744,1.644326,1662,1.0
8ci9_A,eval-val,esmfold,prompt,0.832362,0.960794,0.892974,0.892615,2376,1.0
8cih_A,eval-val,esmfold,prompt,0.862536,0.905023,0.74867,1.209594,1464,1.0
8amo_A,eval-val,esmfold,prompt,0.838715,0.961634,0.867532,0.973015,2971,1.0
8cpk_A,eval-val,esmfold,prompt,0.890107,0.980792,0.957682,0.761379,2723,1.0
8cpn_A,eval-val,esmfold,prompt,0.817536,0.903132,0.822327,1.349001,1273,1.0
8d2z_A,eval-val,esmfold,prompt,0.81356,0.948135,0.830065,0.952199,2348,1.0
8daj_A,eval-val,esmfold,prompt,0.935734,0.980745,0.96606,0.727991,2277,1.0
8dez_A,eval-val,esmfold,prompt,0.668565,0.829797,0.67052,1.831004,1331,1.0
8dge_A,eval-val,esmfold,prompt,0.848374,0.975875,0.847949,0.867022,5658,1.0
8dhj_A,eval-val,esmfold,prompt,0.899119,0.949882,0.871822,0.995109,1923,1.0
8dmu_A,eval-val,esmfold,prompt,0.773087,0.958303,0.851891,1.047884,3715,1.0
8dp9_A,eval-val,esmfold,prompt,0.857555,0.922031,0.860902,1.177566,1057,1.0
8dqd_A,eval-val,esmfold,prompt,0.861587,0.947845,0.757432,1.004301,2887,1.0
8dx0_A,eval-val,esmfold,prompt,0.847427,0.953025,0.935252,0.857541,1115,1.0
8e0r_A,eval-val,esmfold,prompt,0.742498,0.870971,0.633373,2.279508,3370,1.0
8e5h_A,eval-val,esmfold,prompt,0.839649,0.939627,0.678668,3.092666,2763,1.0
8eb9_A,eval-val,esmfold,prompt,0.208569,0.235655,0.044944,7.961778,653,1.0
8ec3_A,eval-val,esmfold,prompt,0.798354,0.873809,0.604839,2.513714,1229,1.0
8eo5_A,eval-val,esmfold,prompt,0.885132,0.970234,0.928704,0.693985,2025,1.0
5sbj_A,eval-denovo,esmfold2,prompt,0.879683,0.913502,1.0,0.207727,199,0.9333
7ur7_A,eval-denovo,esmfold2,prompt,0.855574,0.90687,0.912698,0.757966,534,1.0
8ah9_A,eval-denovo,esmfold2,prompt,0.831781,0.970347,0.967391,0.416527,925,1.0
8eov_A,eval-denovo,esmfold2,resolved,0.897864,0.972312,0.951439,0.43454,1181,1.0
8fjf_A,eval-denovo,esmfold2,resolved,0.893387,0.975002,0.976378,0.398875,978,1.0
8gac_A,eval-denovo,esmfold2,prompt,0.875618,0.94817,0.941748,0.608592,864,1.0
8ju8_A,eval-denovo,esmfold2,prompt,0.792513,0.895661,0.751799,1.671758,1068,1.0
8k7o_A,eval-denovo,esmfold2,prompt,0.860022,0.975912,0.945279,0.555264,1717,1.0
8k7z_A,eval-denovo,esmfold2,resolved,0.903089,0.966001,0.927326,0.575627,1153,1.0
8k83_A,eval-denovo,esmfold2,prompt,0.887106,0.966675,0.928161,0.547654,1271,1.0
8k84_A,eval-denovo,esmfold2,prompt,0.883282,0.982766,0.976879,0.378275,1293,1.0
8kcj_A,eval-denovo,esmfold2,prompt,0.884751,0.950087,0.868715,1.26555,1300,1.0
8ka7_A,eval-denovo,esmfold2,resolved,0.899915,0.956757,0.93913,0.515206,827,1.0
8kac_A,eval-denovo,esmfold2,resolved,0.912071,0.966558,0.958678,0.604448,860,1.0
8oys_A,eval-denovo,esmfold2,prompt,0.840845,0.964318,0.925532,0.974336,1367,1.0
8oyy_A,eval-denovo,esmfold2,prompt,0.913111,0.987983,0.977468,0.375756,1871,1.0
8qkd_A,eval-denovo,esmfold2,resolved,0.931146,0.992928,0.990214,0.345016,1924,1.0
8qup_A,eval-denovo,esmfold2,resolved,0.813182,0.937445,0.879386,0.771943,883,1.0
8vc8_A,eval-denovo,esmfold2,resolved,0.886276,0.971638,0.936548,0.557766,1500,1.0
8ev4_A,eval-test,esmfold2,prompt,0.949933,0.981022,0.980435,0.617863,834,1.0
8ew1_A,eval-test,esmfold2,prompt,0.906007,0.983555,0.96875,0.620711,2215,1.0
8ew9_A,eval-test,esmfold2,prompt,0.793034,0.919982,0.812241,1.30616,1856,1.0
8ey3_A,eval-test,esmfold2,prompt,0.937962,0.972148,0.983333,0.345505,445,1.0
8ez6_A,eval-test,esmfold2,prompt,0.875693,0.931535,0.946154,0.639568,512,1.0
8ezw_A,eval-test,esmfold2,prompt,0.866897,0.937892,0.903409,0.825859,1050,1.0
8f8n_A,eval-test,esmfold2,prompt,0.86219,0.973125,0.962838,0.477929,1167,0.9662
8f9o_A,eval-test,esmfold2,prompt,0.938829,0.992196,0.968686,0.415108,3864,1.0
8fbc_A,eval-test,esmfold2,prompt,0.844696,0.966781,0.875318,0.846307,3099,1.0
8jjq_A,eval-test,esmfold2,prompt,0.896614,0.969375,0.873053,0.693858,2405,1.0
8fib_A,eval-test,esmfold2,prompt,0.847377,0.960669,0.841507,0.995699,3256,1.0
8fr5_A,eval-test,esmfold2,prompt,0.841129,0.903047,0.839674,1.089695,736,1.0
8fty_A,eval-test,esmfold2,prompt,0.902073,0.993127,0.979814,0.394965,3835,1.0
8h2f_A,eval-test,esmfold2,prompt,0.929906,0.990418,0.991279,0.282166,1405,1.0
8fz8_A,eval-test,esmfold2,prompt,0.844583,0.964037,0.862179,0.884799,3070,1.0
8fz9_A,eval-test,esmfold2,prompt,0.825693,0.91353,0.865809,1.178478,1071,1.0
8g0n_A,eval-test,esmfold2,prompt,0.915288,0.992311,0.985537,0.303468,1914,1.0
8g1l_A,eval-test,esmfold2,prompt,0.626078,0.829323,0.53869,2.909345,1918,1.0
8g1y_A,eval-test,esmfold2,prompt,0.908258,0.99046,0.958165,0.458109,3789,0.9798
8g32_A,eval-test,esmfold2,prompt,0.653015,0.81613,0.544343,7.159203,2515,1.0
8g52_A,eval-test,esmfold2,prompt,0.888827,0.980786,0.944444,0.51946,2153,1.0
8g53_A,eval-test,esmfold2,prompt,0.875195,0.960753,0.915761,0.684518,1358,1.0
8g5u_A,eval-test,esmfold2,prompt,0.895523,0.988627,0.95738,0.523923,3715,1.0
8g64_A,eval-test,esmfold2,prompt,0.906157,0.954518,0.928994,0.854307,1352,1.0
8gbe_A,eval-test,esmfold2,prompt,0.356484,0.386445,0.073171,8.500181,1657,1.0
8gdl_A,eval-test,esmfold2,prompt,0.827373,0.970793,0.900704,0.792684,2726,1.0
8gj9_A,eval-test,esmfold2,prompt,0.876109,0.954961,0.983871,0.42013,492,1.0
8gjw_A,eval-test,esmfold2,prompt,0.827509,0.961748,0.882225,0.889313,2857,1.0
8gjy_A,eval-test,esmfold2,prompt,0.818801,0.926388,0.776163,1.560507,2852,1.0
8gkd_A,eval-test,esmfold2,prompt,0.885686,0.987891,0.962465,0.454511,2829,1.0
8gok_A,eval-test,esmfold2,prompt,0.681041,0.726748,0.291209,5.370672,2207,1.0
8gr7_A,eval-test,esmfold2,prompt,0.907474,0.990663,0.968558,0.376299,2622,1.0
8gsy_A,eval-test,esmfold2,prompt,0.858398,0.95918,0.954365,0.635973,993,1.0
8gqq_A,eval-test,esmfold2,prompt,0.822855,0.886603,0.694444,2.156486,761,1.0
8gtz_A,eval-test,esmfold2,prompt,0.854165,0.975153,0.90368,0.819041,3600,1.0
8h02_A,eval-test,esmfold2,prompt,0.884748,0.974747,0.981013,0.314462,597,1.0
8h5s_A,eval-test,esmfold2,prompt,0.922045,0.981765,0.958502,0.465765,1846,0.9798
8hbt_A,eval-test,esmfold2,prompt,0.829539,0.964611,0.88051,0.926566,3399,1.0
8hd2_A,eval-test,esmfold2,prompt,0.903593,0.983489,0.974522,0.759319,2571,1.0
8he1_A,eval-test,esmfold2,prompt,0.931529,0.99322,0.988889,0.268671,1794,1.0
8axs_A,eval-test,esmfold2,prompt,0.806142,0.966326,0.860384,1.023005,4507,1.0
8hnq_A,eval-test,esmfold2,prompt,0.919131,0.979339,0.972902,1.045143,2210,1.0
8hvd_A,eval-test,esmfold2,prompt,0.877261,0.987026,0.945183,0.629127,4598,1.0
7xhz_A,eval-test,esmfold2,prompt,0.816652,0.912654,0.766234,1.312264,1844,0.9784
8hw8_A,eval-test,esmfold2,prompt,0.917755,0.986818,0.970092,0.510066,2502,1.0
8hxs_A,eval-test,esmfold2,prompt,0.8374,0.912552,0.8825,0.94178,786,1.0
8ii8_A,eval-test,esmfold2,prompt,0.673713,0.84893,0.547778,2.283426,1656,1.0
8ikx_A,eval-test,esmfold2,prompt,0.867208,0.960415,0.905769,1.122478,2905,1.0
8ini_A,eval-test,esmfold2,prompt,0.318068,0.324072,0.065789,6.981347,767,1.0
8iqc_A,eval-test,esmfold2,prompt,0.843752,0.97142,0.936947,0.619522,1714,1.0
8irq_A,eval-test,esmfold2,prompt,0.878433,0.964212,0.95,0.603613,1194,1.0
8iym_A,eval-test,esmfold2,prompt,0.829727,0.923372,0.859677,1.151798,1216,1.0
8j2n_A,eval-test,esmfold2,prompt,0.895629,0.989972,0.985356,0.335626,1961,1.0
8j2x_A,eval-test,esmfold2,prompt,0.880962,0.972845,0.908012,0.679352,2538,1.0
8jb3_A,eval-test,esmfold2,prompt,0.89234,0.968806,0.910501,0.944354,3368,0.9928
7wr2_A,eval-test,esmfold2,prompt,0.853071,0.95698,0.9375,0.598423,1088,1.0
8j8y_A,eval-test,esmfold2,prompt,0.885969,0.952294,0.937984,0.68709,1010,1.0
8j9r_A,eval-test,esmfold2,prompt,0.867253,0.922124,0.861111,1.217003,567,1.0
8jdg_A,eval-test,esmfold2,prompt,0.853357,0.959821,0.815789,0.972489,3413,1.0
8jh8_A,eval-test,esmfold2,prompt,0.955306,0.995531,0.994835,0.224828,1841,1.0
8jiy_A,eval-test,esmfold2,prompt,0.69838,0.851415,0.471065,4.368712,1706,1.0
8jmy_A,eval-test,esmfold2,prompt,0.899014,0.918577,0.841797,1.507773,1015,1.0
8jn0_A,eval-test,esmfold2,prompt,0.864183,0.953879,0.957865,0.49784,736,1.0
8jup_A,eval-test,esmfold2,prompt,0.855717,0.936344,0.880208,2.010135,2179,0.9688
8jv2_A,eval-test,esmfold2,prompt,0.897563,0.975444,0.951389,0.796839,2766,1.0
8jws_A,eval-test,esmfold2,prompt,0.896081,0.971122,0.963675,0.426032,933,1.0
8cjd_A,eval-test,esmfold2,prompt,0.552577,0.694845,0.210236,9.980182,5264,1.0
8k2g_A,eval-test,esmfold2,prompt,0.892661,0.982688,0.918812,0.642377,4030,1.0
8k2k_A,eval-test,esmfold2,prompt,0.900331,0.988768,0.966919,0.566215,4302,1.0
8k2m_A,eval-test,esmfold2,prompt,0.905616,0.989352,0.97585,0.612861,4530,1.0
8k4m_A,eval-test,esmfold2,prompt,0.378912,0.429461,0.076613,7.163974,1033,1.0
8k5j_A,eval-test,esmfold2,prompt,0.887731,0.980274,0.945409,0.741134,3207,1.0
8k7x_A,eval-test,esmfold2,prompt,0.851061,0.967124,0.881129,1.460961,5227,1.0
8kg4_A,eval-test,esmfold2,prompt,0.90967,0.968665,0.888679,1.594843,2019,1.0
8xrh_A,eval-test,esmfold2,prompt,0.8491,0.971279,0.90617,0.794254,2973,1.0
8khv_A,eval-test,esmfold2,prompt,0.92662,0.969649,0.785838,0.874231,4529,1.0
8kih_A,eval-test,esmfold2,prompt,0.854869,0.961267,0.891753,0.857159,2310,1.0
8ok3_A,eval-test,esmfold2,prompt,0.864328,0.944846,0.92562,0.738003,911,1.0
8oqh_A,eval-test,esmfold2,prompt,0.881069,0.895447,0.669753,2.323097,612,1.0
8ork_A,eval-test,esmfold2,prompt,0.822403,0.904941,0.619022,1.718799,3553,0.9739
8os2_A,eval-test,esmfold2,prompt,0.841095,0.910566,0.835366,1.23378,944,1.0
8owf_A,eval-test,esmfold2,prompt,0.926928,0.992542,0.971137,0.468933,4468,1.0
8osz_A,eval-test,esmfold2,prompt,0.874483,0.960951,0.919715,1.247297,1946,0.9919
8ou1_A,eval-test,esmfold2,prompt,0.851152,0.95183,0.919014,0.658324,1074,1.0
8ovq_A,eval-test,esmfold2,prompt,0.633998,0.52247,0.207933,4.907284,1493,1.0
8ovu_A,eval-test,esmfold2,prompt,0.921446,0.957748,0.957071,0.837653,756,1.0
8ow8_A,eval-test,esmfold2,prompt,0.742201,0.900878,0.664589,2.843291,3218,1.0
8oxk_A,eval-test,esmfold2,prompt,0.884104,0.939669,0.93617,0.712122,765,1.0
8oxl_A,eval-test,esmfold2,prompt,0.535325,0.623842,0.383152,3.982056,748,1.0
8p0e_A,eval-test,esmfold2,prompt,0.915382,0.970329,0.960598,1.010753,1341,1.0
8p2a_A,eval-test,esmfold2,prompt,0.929436,0.984105,0.991573,0.262637,626,1.0
8p5p_A,eval-test,esmfold2,prompt,0.904755,0.954631,0.946602,0.488362,893,1.0
8p5n_A,eval-test,esmfold2,prompt,0.856612,0.945603,0.913043,0.945753,1063,1.0
7wu8_A,eval-test,esmfold2,prompt,0.910205,0.969038,0.97561,0.465978,632,1.0
8pak_A,eval-test,esmfold2,prompt,0.858885,0.96941,0.928986,0.863995,2680,1.0
8paq_A,eval-test,esmfold2,prompt,0.959479,0.996367,0.998428,0.164656,1163,1.0
8pb5_A,eval-test,esmfold2,prompt,0.817178,0.950123,0.883594,1.235682,2496,1.0
8ptd_A,eval-test,esmfold2,prompt,0.895892,0.983643,0.95481,0.655914,2661,1.0
8pu2_A,eval-test,esmfold2,prompt,0.816176,0.914193,0.908784,0.858826,587,1.0
8pvs_A,eval-test,esmfold2,prompt,0.885797,0.991234,0.943912,0.516092,5683,1.0
8pw2_A,eval-test,esmfold2,prompt,0.827698,0.857894,0.85,0.803326,474,1.0
8pxc_A,eval-test,esmfold2,prompt,0.806623,0.942501,0.837302,0.930071,1904,1.0
8pxu_A,eval-test,esmfold2,prompt,0.911776,0.900368,0.517028,2.211541,5079,1.0
8q1v_A,eval-test,esmfold2,prompt,0.797868,0.829563,0.753165,2.215096,561,1.0
8qb1_A,eval-test,esmfold2,prompt,0.803444,0.847622,0.622159,2.200947,683,0.9659
8qd8_A,eval-test,esmfold2,prompt,0.911821,0.992797,0.984223,0.371464,3298,1.0
8qjp_A,eval-test,esmfold2,prompt,0.945912,0.978429,0.966,1.178736,1955,1.0
8qlc_A,eval-test,esmfold2,prompt,0.884865,0.989344,0.947516,0.537888,4941,1.0
8qoh_A,eval-test,esmfold2,prompt,0.726961,0.882423,0.709854,2.195856,2161,1.0
8qpj_A,eval-test,esmfold2,prompt,0.826658,0.943017,0.830479,1.023444,2247,1.0
8qq1_A,eval-test,esmfold2,prompt,0.848815,0.966594,0.923963,0.672289,1774,1.0
8qx6_A,eval-test,esmfold2,prompt,0.886687,0.980058,0.971212,0.444568,1278,1.0
8r2c_A,eval-test,esmfold2,prompt,0.873552,0.96744,0.940828,0.550308,1340,1.0
8r5n_A,eval-test,esmfold2,prompt,0.925894,0.982636,0.974242,0.376428,1365,1.0
8rcw_A,eval-test,esmfold2,prompt,0.877701,0.979235,0.958537,0.520221,1586,1.0
8rdd_A,eval-test,esmfold2,prompt,0.885724,0.967459,0.95092,0.661083,1324,1.0
8re3_A,eval-test,esmfold2,prompt,0.851281,0.973416,0.915169,1.080851,3509,1.0
8rom_A,eval-test,esmfold2,prompt,0.872341,0.945721,0.893041,0.981326,1533,1.0
8an4_A,eval-test,esmfold2,prompt,0.859729,0.953767,0.919231,0.861371,1498,1.0
8qnf_A,eval-test,esmfold2,prompt,0.801871,0.949661,0.774049,1.15463,3463,1.0
8s5b_A,eval-test,esmfold2,prompt,0.926436,0.991682,0.97679,0.379874,2838,1.0
8s9l_A,eval-test,esmfold2,prompt,0.848201,0.970485,0.928423,0.63694,1929,1.0
8sot_A,eval-test,esmfold2,prompt,0.818281,0.835428,0.56681,2.779983,883,1.0
8spc_A,eval-test,esmfold2,prompt,0.876841,0.970439,0.909459,0.820766,2834,1.0
8suc_A,eval-test,esmfold2,prompt,0.847102,0.962584,0.91844,0.936439,2184,1.0
8sv7_A,eval-test,esmfold2,prompt,0.90664,0.993062,0.981618,0.2962,2126,1.0
8sx0_A,eval-test,esmfold2,prompt,0.835389,0.872101,0.755208,1.653303,753,0.9896
8sxs_A,eval-test,esmfold2,prompt,0.90813,0.962092,0.948413,0.59825,962,1.0
8gm7_A,eval-test,esmfold2,prompt,0.553833,0.658402,0.427083,4.033382,1288,1.0
8t27_A,eval-test,esmfold2,prompt,0.847707,0.961589,0.856151,1.734097,3882,1.0
8t2j_A,eval-test,esmfold2,prompt,0.825322,0.922683,0.817109,2.428456,2634,0.9971
8t41_A,eval-test,esmfold2,prompt,0.919542,0.994142,0.962747,0.449106,6645,1.0
8t4c_A,eval-test,esmfold2,prompt,0.853015,0.933183,0.774306,2.059696,1130,1.0
8t5t_A,eval-test,esmfold2,prompt,0.722416,0.854329,0.675641,1.947088,1507,1.0
8t8k_A,eval-test,esmfold2,prompt,0.793731,0.884399,0.713115,1.435598,1510,1.0
8t93_A,eval-test,esmfold2,prompt,0.79589,0.928328,0.866898,1.18704,1764,1.0
8t9n_A,eval-test,esmfold2,prompt,0.882713,0.972771,0.964815,0.648877,1078,1.0
8te9_A,eval-test,esmfold2,prompt,0.907677,0.99377,0.991883,0.295759,2422,1.0
8tfo_A,eval-test,esmfold2,prompt,0.841371,0.868424,0.582692,1.824481,2945,1.0
8tfs_A,eval-test,esmfold2,prompt,0.890738,0.955755,0.921986,0.61215,1047,1.0
8hic_A,eval-test,esmfold2,prompt,0.923205,0.995564,0.989241,0.278742,3071,1.0
8ti5_A,eval-test,esmfold2,prompt,0.908546,0.982621,0.98855,0.431245,994,1.0
8tjg_A,eval-test,esmfold2,prompt,0.880175,0.968527,0.916,0.699697,1935,1.0
8tru_A,eval-test,esmfold2,prompt,0.926768,0.992541,0.984127,0.41521,2851,1.0
8tse_A,eval-test,esmfold2,prompt,0.84162,0.945251,0.868582,1.442406,3181,1.0
8tuk_A,eval-test,esmfold2,prompt,0.868754,0.95967,0.888793,0.992678,2339,1.0
8tw1_A,eval-test,esmfold2,prompt,0.672777,0.657155,0.187956,6.522986,2130,1.0
8tyh_A,eval-test,esmfold2,prompt,0.819772,0.968111,0.905405,0.912246,2631,1.0
8u0i_A,eval-test,esmfold2,prompt,0.842342,0.868494,0.808824,1.333559,663,1.0
8u0x_A,eval-test,esmfold2,prompt,0.241622,0.253408,0.022727,11.118818,1388,1.0
8u2f_A,eval-test,esmfold2,prompt,0.79171,0.907124,0.833942,0.979019,1101,1.0
8ubs_A,eval-test,esmfold2,prompt,0.914956,0.985335,0.983333,0.390179,1178,1.0
8uds_A,eval-test,esmfold2,prompt,0.908423,0.979099,0.97619,0.401328,1097,1.0
8tls_A,eval-test,esmfold2,prompt,0.896782,0.971545,0.967672,0.420075,890,1.0
8ujw_A,eval-test,esmfold2,prompt,0.539942,0.627506,0.009615,16.346408,1401,1.0
8uk7_A,eval-test,esmfold2,prompt,0.874188,0.943834,0.928879,0.810312,946,1.0
8upi_A,eval-test,esmfold2,prompt,0.819592,0.779323,0.369608,2.877922,3939,1.0
8ux2_A,eval-test,esmfold2,prompt,0.555284,0.707686,0.355649,5.078709,1828,0.9707
8v3m_A,eval-test,esmfold2,prompt,0.882913,0.971141,0.924,1.221314,3957,1.0
8v6t_A,eval-test,esmfold2,prompt,0.794792,0.915833,0.751453,2.035706,1391,1.0
8vcw_A,eval-test,esmfold2,prompt,0.911768,0.989263,0.9763,0.430977,2524,1.0
8vh7_A,eval-test,esmfold2,prompt,0.873396,0.973007,0.885536,0.901324,4128,1.0
8vpo_A,eval-test,esmfold2,prompt,0.796488,0.938634,0.742746,1.280454,3667,1.0
8vqk_A,eval-test,esmfold2,prompt,0.909144,0.987907,0.951372,0.466628,3065,1.0
8w6v_A,eval-test,esmfold2,prompt,0.848529,0.963698,0.831478,0.939941,3836,1.0
8w7p_A,eval-test,esmfold2,prompt,0.798297,0.932872,0.797,1.14403,2044,1.0
8wac_A,eval-test,esmfold2,prompt,0.901804,0.967188,0.957983,0.667841,927,1.0
8wae_A,eval-test,esmfold2,prompt,0.945068,0.966543,0.969626,0.744853,787,1.0
8wc1_A,eval-test,esmfold2,prompt,0.921605,0.981628,0.976821,0.402223,1127,1.0
8wcf_A,eval-test,esmfold2,prompt,0.882101,0.956095,0.923438,0.898023,1300,1.0
8whj_A,eval-test,esmfold2,prompt,0.889537,0.953577,0.871399,1.124015,1937,1.0
8whn_A,eval-test,esmfold2,prompt,0.825637,0.858927,0.709507,1.102594,1172,1.0
8wik_A,eval-test,esmfold2,prompt,0.906358,0.98893,0.970467,0.450516,2787,1.0
8wj5_A,eval-test,esmfold2,prompt,0.688058,0.828617,0.713462,2.002951,1093,1.0
8kbl_A,eval-test,esmfold2,prompt,0.883345,0.901232,0.858173,0.968481,821,1.0
8wnj_A,eval-test,esmfold2,prompt,0.8906,0.982224,0.852236,0.818734,7377,1.0
8wrx_A,eval-test,esmfold2,prompt,0.822499,0.893638,0.848837,1.314829,727,1.0
8wt3_A,eval-test,esmfold2,prompt,0.963477,0.985926,0.98694,0.450068,994,1.0
8wim_A,eval-test,esmfold2,prompt,0.758454,0.91076,0.772767,2.196726,4451,1.0
8x7c_A,eval-test,esmfold2,prompt,0.857085,0.968058,0.920714,0.902447,2769,1.0
8xf9_A,eval-test,esmfold2,prompt,0.8934,0.977993,0.952509,0.74045,2214,1.0
8xif_A,eval-test,esmfold2,prompt,0.782824,0.905947,0.772422,1.968745,1803,1.0
8xjg_A,eval-test,esmfold2,prompt,0.90313,0.700486,0.440878,2.518734,1104,1.0
8xpk_A,eval-test,esmfold2,prompt,0.950421,0.996026,0.998031,0.215791,2042,1.0
8y9p_A,eval-test,esmfold2,prompt,0.854586,0.953204,0.908974,0.843178,1572,1.0
8ye0_A,eval-test,esmfold2,prompt,0.861703,0.980291,0.951389,0.657881,2359,1.0
8wqn_A,eval-test,esmfold2,prompt,0.283738,0.362497,0.040323,9.942736,1248,1.0
8yxk_A,eval-test,esmfold2,prompt,0.936838,0.991022,0.990066,0.256101,1163,1.0
8z4q_A,eval-test,esmfold2,prompt,0.857067,0.959199,0.885281,1.339481,3731,1.0
8hel_A,eval-test,esmfold2,prompt,0.466344,0.436852,0.169118,5.65241,539,1.0
8zqf_A,eval-test,esmfold2,prompt,0.888335,0.971593,0.94797,0.59164,1510,1.0
9aue_A,eval-test,esmfold2,prompt,0.806108,0.922042,0.751807,2.42913,3137,1.0
9azz_A,eval-test,esmfold2,prompt,0.854206,0.947233,0.903736,1.117121,1393,1.0
9b1u_A,eval-test,esmfold2,prompt,0.804297,0.89541,0.658557,1.467405,2223,1.0
9bks_A,eval-test,esmfold2,prompt,0.919728,0.952819,0.962329,0.593084,590,1.0
9bjx_A,eval-test,esmfold2,prompt,0.887453,0.983057,0.954484,0.595117,2963,1.0
9cfj_A,eval-test,esmfold2,prompt,0.844831,0.96721,0.916667,0.76431,2120,0.9964
9crn_A,eval-test,esmfold2,prompt,0.857195,0.971165,0.907895,0.756995,2959,1.0
9d91_A,eval-test,esmfold2,prompt,0.836135,0.937678,0.862261,1.344954,2406,1.0
9etn_A,eval-test,esmfold2,prompt,0.854306,0.899181,0.193739,10.536201,4231,1.0
9evq_A,eval-test,esmfold2,prompt,0.685697,0.796319,0.518692,5.72299,1728,1.0
9fce_A,eval-test,esmfold2,prompt,0.915931,0.978549,0.971154,0.657671,1632,1.0
9fgp_A,eval-test,esmfold2,prompt,0.282623,0.306213,0.076786,8.608788,1140,1.0
9f9u_A,eval-test,esmfold2,prompt,0.820103,0.892711,0.763235,1.193271,1369,1.0
9fow_A,eval-test,esmfold2,prompt,0.833246,0.941878,0.924797,0.745073,969,1.0
9fym_A,eval-test,esmfold2,prompt,0.873744,0.964055,0.919255,1.003478,2596,1.0
9gso_A,eval-test,esmfold2,prompt,0.4333,0.429398,0.110778,6.996216,1374,1.0
9ijc_A,eval-test,esmfold2,prompt,0.871391,0.980998,0.951957,0.553441,2338,1.0
9iuh_A,eval-test,esmfold2,prompt,0.892244,0.987285,0.941606,0.483482,3250,1.0
9j0v_A,eval-test,esmfold2,prompt,0.851249,0.957505,0.883673,0.846913,1863,1.0
9jq9_A,eval-test,esmfold2,prompt,0.673899,0.805397,0.416667,4.384163,1429,1.0
7qp5_A,eval-val,esmfold2,prompt,0.911907,0.986936,0.967842,0.386174,1936,1.0
7qsj_A,eval-val,esmfold2,prompt,0.945707,0.991112,0.984827,0.584175,2688,1.0
7t9r_A,eval-val,esmfold2,prompt,0.780963,0.781372,0.723684,1.71692,315,1.0
7tlh_A,eval-val,esmfold2,prompt,0.870954,0.93572,0.905242,0.818306,939,1.0
7tjb_A,eval-val,esmfold2,prompt,0.895831,0.966647,0.921171,1.079755,1770,1.0
7uba_A,eval-val,esmfold2,prompt,0.400008,0.513617,0.23262,9.238917,1492,1.0
7uk8_A,eval-val,esmfold2,prompt,0.828319,0.951561,0.888381,1.449186,3137,1.0
7ur2_A,eval-val,esmfold2,prompt,0.846142,0.89919,0.559375,3.709331,1277,1.0
7urp_A,eval-val,esmfold2,prompt,0.878349,0.951405,0.913522,0.840749,1185,1.0
7uvg_A,eval-val,esmfold2,prompt,0.908306,0.963587,0.947289,0.902227,1301,1.0
7uww_A,eval-val,esmfold2,prompt,0.593814,0.44476,0.020965,13.626844,4834,1.0
7v3o_A,eval-val,esmfold2,prompt,0.895604,0.982335,0.955776,0.505141,2200,0.9928
7w15_A,eval-val,esmfold2,prompt,0.901918,0.945785,0.854096,0.963769,2354,1.0
7y3h_A,eval-val,esmfold2,prompt,0.875929,0.959771,0.810606,0.877258,2988,1.0
7wz5_A,eval-val,esmfold2,prompt,0.904902,0.9637,0.940994,0.747372,1256,1.0
7wzm_A,eval-val,esmfold2,prompt,0.856909,0.967793,0.883734,1.157005,3469,1.0
7x4p_A,eval-val,esmfold2,prompt,0.86561,0.947461,0.818627,1.625562,2513,1.0
7x3h_A,eval-val,esmfold2,prompt,0.764738,0.577755,0.236413,4.277072,2196,1.0
7x8l_A,eval-val,esmfold2,prompt,0.891179,0.981737,0.944716,0.832457,3932,1.0
7xcd_A,eval-val,esmfold2,prompt,0.811126,0.895976,0.369382,5.633506,1438,0.9663
7xg9_A,eval-val,esmfold2,prompt,0.879067,0.966969,0.923951,0.901502,2181,1.0
7xi5_A,eval-val,esmfold2,prompt,0.952948,0.98162,0.986842,0.272243,439,1.0
