target_id,eval_set,arm,lddt,tm_score,gdt_ts,rmsd,n_matched_atoms,cif
8hvd_A,eval-test,protenix_v2_msa,0.900448,0.989483,0.953073,0.561761,4598,msa/msa/8hvd_A/predictions/8hvd_A/seed_42/predictions/8hvd_A_sample_0.cif
8hw8_A,eval-test,protenix_v2_msa,0.932037,0.995121,0.993865,0.268522,2502,msa/msa/8hw8_A/predictions/8hw8_A/seed_42/predictions/8hw8_A_sample_0.cif
8hxs_A,eval-test,protenix_v2_msa,0.833977,0.930566,0.9125,0.784937,786,msa/msa/8hxs_A/predictions/8hxs_A/seed_42/predictions/8hxs_A_sample_0.cif
8ii8_A,eval-test,protenix_v2_msa,0.576945,0.67206,0.357778,4.090063,1657,msa/msa/8ii8_A/predictions/8ii8_A/seed_42/predictions/8ii8_A_sample_0.cif
8ikx_A,eval-test,protenix_v2_msa,0.870331,0.970765,0.930128,0.904363,2905,msa/msa/8ikx_A/predictions/8ikx_A/seed_42/predictions/8ikx_A_sample_0.cif
8ini_A,eval-test,protenix_v2_msa,0.84227,0.932681,0.9,1.471638,768,msa/msa/8ini_A/predictions/8ini_A/seed_42/predictions/8ini_A_sample_0.cif
8iqc_A,eval-test,protenix_v2_msa,0.87814,0.982748,0.965708,0.479195,1715,msa/msa/8iqc_A/predictions/8iqc_A/seed_42/predictions/8iqc_A_sample_0.cif
8irq_A,eval-test,protenix_v2_msa,0.835301,0.947701,0.92,1.315097,1194,msa/msa/8irq_A/predictions/8irq_A/seed_42/predictions/8irq_A_sample_0.cif
8iym_A,eval-test,protenix_v2_msa,0.875598,0.940277,0.906452,1.174852,1217,msa/msa/8iym_A/predictions/8iym_A/seed_42/predictions/8iym_A_sample_0.cif
8j2n_A,eval-test,protenix_v2_msa,0.864244,0.978896,0.957113,0.553493,1961,msa/msa/8j2n_A/predictions/8j2n_A/seed_42/predictions/8j2n_A_sample_0.cif
8j2x_A,eval-test,protenix_v2_msa,0.845282,0.958411,0.864985,0.88701,2538,msa/msa/8j2x_A/predictions/8j2x_A/seed_42/predictions/8j2x_A_sample_0.cif
8j8y_A,eval-test,protenix_v2_msa,0.914016,0.971352,0.974806,0.776224,1010,msa/msa/8j8y_A/predictions/8j8y_A/seed_42/predictions/8j8y_A_sample_0.cif
8j9r_A,eval-test,protenix_v2_msa,0.843707,0.936046,0.940972,0.766733,567,msa/msa/8j9r_A/predictions/8j9r_A/seed_42/predictions/8j9r_A_sample_0.cif
8jb3_A,eval-test,protenix_v2_msa,0.884883,0.97606,0.931981,0.846873,3368,msa/msa/8jb3_A/predictions/8jb3_A/seed_42/predictions/8jb3_A_sample_0.cif
8jdg_A,eval-test,protenix_v2_msa,0.868401,0.981925,0.917215,0.616355,3413,msa/msa/8jdg_A/predictions/8jdg_A/seed_42/predictions/8jdg_A_sample_0.cif
8jh8_A,eval-test,protenix_v2_msa,0.94689,0.994661,0.994835,0.250205,1841,msa/msa/8jh8_A/predictions/8jh8_A/seed_42/predictions/8jh8_A_sample_0.cif
8jiy_A,eval-test,protenix_v2_msa,0.902272,0.989682,0.981481,0.342248,1706,msa/msa/8jiy_A/predictions/8jiy_A/seed_42/predictions/8jiy_A_sample_0.cif
8jjq_A,eval-test,protenix_v2_msa,0.881527,0.965325,0.856698,0.743888,2405,msa/msa/8jjq_A/predictions/8jjq_A/seed_42/predictions/8jjq_A_sample_0.cif
8jmy_A,eval-test,protenix_v2_msa,0.851856,0.882949,0.640625,2.391367,1016,msa/msa/8jmy_A/predictions/8jmy_A/seed_42/predictions/8jmy_A_sample_0.cif
8jn0_A,eval-test,protenix_v2_msa,0.886632,0.975362,0.985955,0.475207,736,msa/msa/8jn0_A/predictions/8jn0_A/seed_42/predictions/8jn0_A_sample_0.cif
8ju8_A,eval-denovo,protenix_v2_msa,0.75784,0.876911,0.771583,1.703093,1068,msa/msa/8ju8_A/predictions/8ju8_A/seed_42/predictions/8ju8_A_sample_0.cif
8jup_A,eval-test,protenix_v2_msa,0.791403,0.893169,0.746528,2.408829,2179,msa/msa/8jup_A/predictions/8jup_A/seed_42/predictions/8jup_A_sample_0.cif
8jv2_A,eval-test,protenix_v2_msa,0.841544,0.761528,0.411806,2.677104,2767,msa/msa/8jv2_A/predictions/8jv2_A/seed_42/predictions/8jv2_A_sample_0.cif
8jws_A,eval-test,protenix_v2_msa,0.905651,0.980471,0.978632,0.336875,933,msa/msa/8jws_A/predictions/8jws_A/seed_42/predictions/8jws_A_sample_0.cif
8k2g_A,eval-test,protenix_v2_msa,0.888304,0.976538,0.911386,0.889822,4030,msa/msa/8k2g_A/predictions/8k2g_A/seed_42/predictions/8k2g_A_sample_0.cif
8k2k_A,eval-test,protenix_v2_msa,0.895211,0.988982,0.966919,0.570566,4302,msa/msa/8k2k_A/predictions/8k2k_A/seed_42/predictions/8k2k_A_sample_0.cif
8k2m_A,eval-test,protenix_v2_msa,0.912278,0.989279,0.977191,0.641474,4530,msa/msa/8k2m_A/predictions/8k2m_A/seed_42/predictions/8k2m_A_sample_0.cif
8k4m_A,eval-test,protenix_v2_msa,0.826382,0.909106,0.879032,1.157346,1033,msa/msa/8k4m_A/predictions/8k4m_A/seed_42/predictions/8k4m_A_sample_0.cif
8k5j_A,eval-test,protenix_v2_msa,0.889413,0.981746,0.950372,0.720915,3207,msa/msa/8k5j_A/predictions/8k5j_A/seed_42/predictions/8k5j_A_sample_0.cif
8k7o_A,eval-denovo,protenix_v2_msa,0.820816,0.972378,0.943133,0.590051,1717,msa/msa/8k7o_A/predictions/8k7o_A/seed_42/predictions/8k7o_A_sample_0.cif
8k7x_A,eval-test,protenix_v2_msa,0.912895,0.995857,0.98737,0.367803,5227,msa/msa/8k7x_A/predictions/8k7x_A/seed_42/predictions/8k7x_A_sample_0.cif
8k7z_A,eval-denovo,protenix_v2_msa,0.881931,0.971849,0.953488,0.529762,1153,msa/msa/8k7z_A/predictions/8k7z_A/seed_42/predictions/8k7z_A_sample_0.cif
8k83_A,eval-denovo,protenix_v2_msa,0.87819,0.975673,0.948276,0.456092,1271,msa/msa/8k83_A/predictions/8k83_A/seed_42/predictions/8k83_A_sample_0.cif
8k84_A,eval-denovo,protenix_v2_msa,0.838202,0.97325,0.929191,0.47596,1293,msa/msa/8k84_A/predictions/8k84_A/seed_42/predictions/8k84_A_sample_0.cif
8ka7_A,eval-denovo,protenix_v2_msa,0.713351,0.774156,0.652174,1.378363,827,msa/msa/8ka7_A/predictions/8ka7_A/seed_42/predictions/8ka7_A_sample_0.cif
8kac_A,eval-denovo,protenix_v2_msa,0.533711,0.67487,0.206612,6.302362,860,msa/msa/8kac_A/predictions/8kac_A/seed_42/predictions/8kac_A_sample_0.cif
8kbl_A,eval-test,protenix_v2_msa,0.831086,0.790836,0.670673,1.490792,822,msa/msa/8kbl_A/predictions/8kbl_A/seed_42/predictions/8kbl_A_sample_0.cif
8kcj_A,eval-denovo,protenix_v2_msa,0.855495,0.953432,0.871508,1.305649,1300,msa/msa/8kcj_A/predictions/8kcj_A/seed_42/predictions/8kcj_A_sample_0.cif
8kg4_A,eval-test,protenix_v2_msa,0.904773,0.968214,0.880189,1.705759,2019,msa/msa/8kg4_A/predictions/8kg4_A/seed_42/predictions/8kg4_A_sample_0.cif
8khv_A,eval-test,protenix_v2_msa,0.908052,0.949259,0.704231,1.150395,4529,msa/msa/8khv_A/predictions/8khv_A/seed_42/predictions/8khv_A_sample_0.cif
8kih_A,eval-test,protenix_v2_msa,0.859097,0.963107,0.915808,0.966011,2310,msa/msa/8kih_A/predictions/8kih_A/seed_42/predictions/8kih_A_sample_0.cif
8ok3_A,eval-test,protenix_v2_msa,0.890996,0.984961,0.987603,0.295096,912,msa/msa/8ok3_A/predictions/8ok3_A/seed_42/predictions/8ok3_A_sample_0.cif
8oqh_A,eval-test,protenix_v2_msa,0.862168,0.883116,0.688272,3.034137,613,msa/msa/8oqh_A/predictions/8oqh_A/seed_42/predictions/8oqh_A_sample_0.cif
8ork_A,eval-test,protenix_v2_msa,0.823669,0.914077,0.65163,1.672163,3554,msa/msa/8ork_A/predictions/8ork_A/seed_42/predictions/8ork_A_sample_0.cif
8os2_A,eval-test,protenix_v2_msa,0.886143,0.952162,0.934959,1.20764,944,msa/msa/8os2_A/predictions/8os2_A/seed_42/predictions/8os2_A_sample_0.cif
8osz_A,eval-test,protenix_v2_msa,0.829854,0.940577,0.877033,1.5909,1947,msa/msa/8osz_A/predictions/8osz_A/seed_42/predictions/8osz_A_sample_0.cif
8ou1_A,eval-test,protenix_v2_msa,0.836828,0.943474,0.919014,0.695934,1074,msa/msa/8ou1_A/predictions/8ou1_A/seed_42/predictions/8ou1_A_sample_0.cif
8ovq_A,eval-test,protenix_v2_msa,0.538715,0.44698,0.001202,12.323823,1493,msa/msa/8ovq_A/predictions/8ovq_A/seed_42/predictions/8ovq_A_sample_0.cif
8ovu_A,eval-test,protenix_v2_msa,0.894345,0.951686,0.861111,1.464162,756,msa/msa/8ovu_A/predictions/8ovu_A/seed_42/predictions/8ovu_A_sample_0.cif
8ow8_A,eval-test,protenix_v2_msa,0.872318,0.974275,0.918953,0.819696,3218,msa/msa/8ow8_A/predictions/8ow8_A/seed_42/predictions/8ow8_A_sample_0.cif
8owf_A,eval-test,protenix_v2_msa,0.920923,0.994673,0.980462,0.354961,4468,msa/msa/8owf_A/predictions/8owf_A/seed_42/predictions/8owf_A_sample_0.cif
8oxk_A,eval-test,protenix_v2_msa,0.287306,0.324099,0.082447,7.720141,765,msa/msa/8oxk_A/predictions/8oxk_A/seed_42/predictions/8oxk_A_sample_0.cif
8oxl_A,eval-test,protenix_v2_msa,0.894554,0.950036,0.951087,0.54901,748,msa/msa/8oxl_A/predictions/8oxl_A/seed_42/predictions/8oxl_A_sample_0.cif
8oys_A,eval-denovo,protenix_v2_msa,0.804347,0.95421,0.901596,1.038998,1367,msa/msa/8oys_A/predictions/8oys_A/seed_42/predictions/8oys_A_sample_0.cif
8oyy_A,eval-denovo,protenix_v2_msa,0.889682,0.982366,0.963519,0.494465,1871,msa/msa/8oyy_A/predictions/8oyy_A/seed_42/predictions/8oyy_A_sample_0.cif
8p0e_A,eval-test,protenix_v2_msa,0.892696,0.970024,0.951087,1.177715,1341,msa/msa/8p0e_A/predictions/8p0e_A/seed_42/predictions/8p0e_A_sample_0.cif
8p2a_A,eval-test,protenix_v2_msa,0.90662,0.975065,0.988764,0.368386,627,msa/msa/8p2a_A/predictions/8p2a_A/seed_42/predictions/8p2a_A_sample_0.cif
8p5n_A,eval-test,protenix_v2_msa,0.833212,0.942639,0.913043,0.935523,1063,msa/msa/8p5n_A/predictions/8p5n_A/seed_42/predictions/8p5n_A_sample_0.cif
8p5p_A,eval-test,protenix_v2_msa,0.877092,0.967066,0.953271,0.416106,929,msa/msa/8p5p_A/predictions/8p5p_A/seed_42/predictions/8p5p_A_sample_0.cif
8pak_A,eval-test,protenix_v2_msa,0.876542,0.979638,0.945652,0.654146,2680,msa/msa/8pak_A/predictions/8pak_A/seed_42/predictions/8pak_A_sample_0.cif
8paq_A,eval-test,protenix_v2_msa,0.929097,0.98627,0.984277,0.326495,1164,msa/msa/8paq_A/predictions/8paq_A/seed_42/predictions/8paq_A_sample_0.cif
8pb5_A,eval-test,protenix_v2_msa,0.8233,0.927021,0.69375,2.918276,2497,msa/msa/8pb5_A/predictions/8pb5_A/seed_42/predictions/8pb5_A_sample_0.cif
8por_A,eval-test,protenix_v2_msa,0.85993,0.946206,0.919207,0.996159,1291,msa/msa/8por_A/predictions/8por_A/seed_42/predictions/8por_A_sample_0.cif
8ptd_A,eval-test,protenix_v2_msa,0.923748,0.995141,0.989796,0.274761,2661,msa/msa/8ptd_A/predictions/8ptd_A/seed_42/predictions/8ptd_A_sample_0.cif
8pu2_A,eval-test,protenix_v2_msa,0.913455,0.980106,0.989865,0.256268,588,msa/msa/8pu2_A/predictions/8pu2_A/seed_42/predictions/8pu2_A_sample_0.cif
8pvs_A,eval-test,protenix_v2_msa,0.910744,0.997532,0.99487,0.279251,5684,msa/msa/8pvs_A/predictions/8pvs_A/seed_42/predictions/8pvs_A_sample_0.cif
8pw2_A,eval-test,protenix_v2_msa,0.810325,0.881219,0.908333,0.705467,474,msa/msa/8pw2_A/predictions/8pw2_A/seed_42/predictions/8pw2_A_sample_0.cif
8pxc_A,eval-test,protenix_v2_msa,0.858306,0.954238,0.881944,0.949599,1904,msa/msa/8pxc_A/predictions/8pxc_A/seed_42/predictions/8pxc_A_sample_0.cif
8pxu_A,eval-test,protenix_v2_msa,0.912302,0.92806,0.625,1.616272,5079,msa/msa/8pxu_A/predictions/8pxu_A/seed_42/predictions/8pxu_A_sample_0.cif
8q1v_A,eval-test,protenix_v2_msa,0.820724,0.851228,0.810127,1.804259,561,msa/msa/8q1v_A/predictions/8q1v_A/seed_42/predictions/8q1v_A_sample_0.cif
8q79_A,eval-test,protenix_v2_msa,0.888887,0.988648,0.977804,0.36475,1714,msa/msa/8q79_A/predictions/8q79_A/seed_42/predictions/8q79_A_sample_0.cif
8q8i_A,eval-val,protenix_v2_msa,0.904962,0.99007,0.981183,0.374395,2325,msa/msa/8q8i_A/predictions/8q8i_A/seed_42/predictions/8q8i_A_sample_0.cif
8qb1_A,eval-test,protenix_v2_msa,0.839714,0.919174,0.911932,0.691391,684,msa/msa/8qb1_A/predictions/8qb1_A/seed_42/predictions/8qb1_A_sample_0.cif
8qd8_A,eval-test,protenix_v2_msa,0.926497,0.995437,0.990898,0.294786,3298,msa/msa/8qd8_A/predictions/8qd8_A/seed_42/predictions/8qd8_A_sample_0.cif
8qjp_A,eval-test,protenix_v2_msa,0.868822,0.948447,0.912,1.654648,1955,msa/msa/8qjp_A/predictions/8qjp_A/seed_42/predictions/8qjp_A_sample_0.cif
8qkd_A,eval-denovo,protenix_v2_msa,0.917265,0.992159,0.986655,0.358517,1924,msa/msa/8qkd_A/predictions/8qkd_A/seed_42/predictions/8qkd_A_sample_0.cif
8qlc_A,eval-test,protenix_v2_msa,0.88454,0.970699,0.78726,0.886108,4942,msa/msa/8qlc_A/predictions/8qlc_A/seed_42/predictions/8qlc_A_sample_0.cif
8qle_A,eval-test,protenix_v2_msa,0.871032,0.984045,0.953125,0.459906,2145,msa/msa/8qle_A/predictions/8qle_A/seed_42/predictions/8qle_A_sample_0.cif
8qnf_A,eval-test,protenix_v2_msa,0.811026,0.959817,0.853468,1.081704,3463,msa/msa/8qnf_A/predictions/8qnf_A/seed_42/predictions/8qnf_A_sample_0.cif
8qoh_A,eval-test,protenix_v2_msa,0.362117,0.46726,0.099453,10.216073,2161,msa/msa/8qoh_A/predictions/8qoh_A/seed_42/predictions/8qoh_A_sample_0.cif
8qpj_A,eval-test,protenix_v2_msa,0.861008,0.963906,0.916952,0.904129,2247,msa/msa/8qpj_A/predictions/8qpj_A/seed_42/predictions/8qpj_A_sample_0.cif
8qq1_A,eval-test,protenix_v2_msa,0.877938,0.977523,0.951613,0.569025,1774,msa/msa/8qq1_A/predictions/8qq1_A/seed_42/predictions/8qq1_A_sample_0.cif
8qup_A,eval-denovo,protenix_v2_msa,0.787729,0.894573,0.837719,1.004454,884,msa/msa/8qup_A/predictions/8qup_A/seed_42/predictions/8qup_A_sample_0.cif
8qx6_A,eval-test,protenix_v2_msa,0.883424,0.982856,0.977273,0.406008,1279,msa/msa/8qx6_A/predictions/8qx6_A/seed_42/predictions/8qx6_A_sample_0.cif
8r2c_A,eval-test,protenix_v2_msa,0.842612,0.969771,0.936391,0.522575,1341,msa/msa/8r2c_A/predictions/8r2c_A/seed_42/predictions/8r2c_A_sample_0.cif
8r5n_A,eval-test,protenix_v2_msa,0.906012,0.977477,0.959091,0.435815,1365,msa/msa/8r5n_A/predictions/8r5n_A/seed_42/predictions/8r5n_A_sample_0.cif
8ra0_A,eval-test,protenix_v2_msa,0.849789,0.900628,0.63299,1.89096,3693,msa/msa/8ra0_A/predictions/8ra0_A/seed_42/predictions/8ra0_A_sample_0.cif
8rcw_A,eval-test,protenix_v2_msa,0.88935,0.980087,0.970732,0.548483,1586,msa/msa/8rcw_A/predictions/8rcw_A/seed_42/predictions/8rcw_A_sample_0.cif
8rdd_A,eval-test,protenix_v2_msa,0.878356,0.974851,0.966463,0.552808,1330,msa/msa/8rdd_A/predictions/8rdd_A/seed_42/predictions/8rdd_A_sample_0.cif
8re3_A,eval-test,protenix_v2_msa,0.898218,0.992991,0.976966,0.3821,3509,msa/msa/8re3_A/predictions/8re3_A/seed_42/predictions/8re3_A_sample_0.cif
8rom_A,eval-test,protenix_v2_msa,0.873917,0.964992,0.930412,0.697248,1533,msa/msa/8rom_A/predictions/8rom_A/seed_42/predictions/8rom_A_sample_0.cif
8s5b_A,eval-test,protenix_v2_msa,0.87418,0.969952,0.917772,1.85391,2838,msa/msa/8s5b_A/predictions/8s5b_A/seed_42/predictions/8s5b_A_sample_0.cif
8s9l_A,eval-test,protenix_v2_msa,0.836539,0.956482,0.893154,1.166899,1929,msa/msa/8s9l_A/predictions/8s9l_A/seed_42/predictions/8s9l_A_sample_0.cif
8sot_A,eval-test,protenix_v2_msa,0.813353,0.845127,0.62069,2.319277,883,msa/msa/8sot_A/predictions/8sot_A/seed_42/predictions/8sot_A_sample_0.cif
8spc_A,eval-test,protenix_v2_msa,0.874099,0.976715,0.937838,0.868904,2834,msa/msa/8spc_A/predictions/8spc_A/seed_42/predictions/8spc_A_sample_0.cif
8suc_A,eval-test,protenix_v2_msa,0.854066,0.966311,0.932624,0.86663,2184,msa/msa/8suc_A/predictions/8suc_A/seed_42/predictions/8suc_A_sample_0.cif
8sv7_A,eval-test,protenix_v2_msa,0.898403,0.988196,0.972426,0.424406,2126,msa/msa/8sv7_A/predictions/8sv7_A/seed_42/predictions/8sv7_A_sample_0.cif
8sx0_A,eval-test,protenix_v2_msa,0.788754,0.847953,0.705729,1.831908,753,msa/msa/8sx0_A/predictions/8sx0_A/seed_42/predictions/8sx0_A_sample_0.cif
8sxs_A,eval-test,protenix_v2_msa,0.893841,0.963663,0.948413,0.688425,962,msa/msa/8sxs_A/predictions/8sxs_A/seed_42/predictions/8sxs_A_sample_0.cif
8t27_A,eval-test,protenix_v2_msa,0.895681,0.976537,0.895337,1.677044,3882,msa/msa/8t27_A/predictions/8t27_A/seed_42/predictions/8t27_A_sample_0.cif
8t2j_A,eval-test,protenix_v2_msa,0.830251,0.932765,0.873156,1.688077,2634,msa/msa/8t2j_A/predictions/8t2j_A/seed_42/predictions/8t2j_A_sample_0.cif
8t41_A,eval-test,protenix_v2_msa,0.911427,0.99639,0.983411,0.3544,6645,msa/msa/8t41_A/predictions/8t41_A/seed_42/predictions/8t41_A_sample_0.cif
8t4c_A,eval-test,protenix_v2_msa,0.831827,0.957551,0.925347,0.874982,1130,msa/msa/8t4c_A/predictions/8t4c_A/seed_42/predictions/8t4c_A_sample_0.cif
8t5t_A,eval-test,protenix_v2_msa,0.692435,0.821276,0.620513,2.337499,1507,msa/msa/8t5t_A/predictions/8t5t_A/seed_42/predictions/8t5t_A_sample_0.cif
8t8k_A,eval-test,protenix_v2_msa,0.803825,0.803318,0.415301,3.176139,1510,msa/msa/8t8k_A/predictions/8t8k_A/seed_42/predictions/8t8k_A_sample_0.cif
8t93_A,eval-test,protenix_v2_msa,0.735666,0.886842,0.778935,1.62326,1764,msa/msa/8t93_A/predictions/8t93_A/seed_42/predictions/8t93_A_sample_0.cif
8t9n_A,eval-test,protenix_v2_msa,0.897593,0.988335,0.990741,0.288475,1079,msa/msa/8t9n_A/predictions/8t9n_A/seed_42/predictions/8t9n_A_sample_0.cif
8te9_A,eval-test,protenix_v2_msa,0.919223,0.995579,0.998377,0.248126,2423,msa/msa/8te9_A/predictions/8te9_A/seed_42/predictions/8te9_A_sample_0.cif
8tfo_A,eval-test,protenix_v2_msa,0.824664,0.864552,0.571795,1.846699,2945,msa/msa/8tfo_A/predictions/8tfo_A/seed_42/predictions/8tfo_A_sample_0.cif
8tfs_A,eval-test,protenix_v2_msa,0.906959,0.964064,0.950355,0.545184,1047,msa/msa/8tfs_A/predictions/8tfs_A/seed_42/predictions/8tfs_A_sample_0.cif
8ti5_A,eval-test,protenix_v2_msa,0.894402,0.986677,0.98855,0.386634,995,msa/msa/8ti5_A/predictions/8ti5_A/seed_42/predictions/8ti5_A_sample_0.cif
8tjg_A,eval-test,protenix_v2_msa,0.858697,0.974256,0.952,0.664278,1935,msa/msa/8tjg_A/predictions/8tjg_A/seed_42/predictions/8tjg_A_sample_0.cif
8tls_A,eval-test,protenix_v2_msa,0.891031,0.978553,0.982759,0.344842,891,msa/msa/8tls_A/predictions/8tls_A/seed_42/predictions/8tls_A_sample_0.cif
8tru_A,eval-test,protenix_v2_msa,0.930872,0.994825,0.986111,0.306127,2851,msa/msa/8tru_A/predictions/8tru_A/seed_42/predictions/8tru_A_sample_0.cif
8tse_A,eval-test,protenix_v2_msa,0.907203,0.985885,0.973716,0.646002,3181,msa/msa/8tse_A/predictions/8tse_A/seed_42/predictions/8tse_A_sample_0.cif
8tuk_A,eval-test,protenix_v2_msa,0.867832,0.97276,0.937931,0.786903,2340,msa/msa/8tuk_A/predictions/8tuk_A/seed_42/predictions/8tuk_A_sample_0.cif
8tw1_A,eval-test,protenix_v2_msa,0.914666,0.938408,0.762774,0.928908,2130,msa/msa/8tw1_A/predictions/8tw1_A/seed_42/predictions/8tw1_A_sample_0.cif
8tyh_A,eval-test,protenix_v2_msa,0.853288,0.966723,0.899399,0.869781,2631,msa/msa/8tyh_A/predictions/8tyh_A/seed_42/predictions/8tyh_A_sample_0.cif
8u0i_A,eval-test,protenix_v2_msa,0.846136,0.905301,0.879412,1.407148,663,msa/msa/8u0i_A/predictions/8u0i_A/seed_42/predictions/8u0i_A_sample_0.cif
8u0x_A,eval-test,protenix_v2_msa,0.819153,0.943318,0.877841,0.78999,1388,msa/msa/8u0x_A/predictions/8u0x_A/seed_42/predictions/8u0x_A_sample_0.cif
8u2f_A,eval-test,protenix_v2_msa,0.752339,0.867252,0.757299,1.201736,1102,msa/msa/8u2f_A/predictions/8u2f_A/seed_42/predictions/8u2f_A_sample_0.cif
8ubs_A,eval-test,protenix_v2_msa,0.899195,0.98105,0.985,0.417334,1178,msa/msa/8ubs_A/predictions/8ubs_A/seed_42/predictions/8ubs_A_sample_0.cif
8uds_A,eval-test,protenix_v2_msa,0.879968,0.98407,0.984694,0.349182,1097,msa/msa/8uds_A/predictions/8uds_A/seed_42/predictions/8uds_A_sample_0.cif
8ujw_A,eval-test,protenix_v2_msa,0.859397,0.96086,0.923077,0.673682,1401,msa/msa/8ujw_A/predictions/8ujw_A/seed_42/predictions/8ujw_A_sample_0.cif
8uk7_A,eval-test,protenix_v2_msa,0.858731,0.959227,0.952586,0.608328,946,msa/msa/8uk7_A/predictions/8uk7_A/seed_42/predictions/8uk7_A_sample_0.cif
8upi_A,eval-test,protenix_v2_msa,0.917543,0.995734,0.983824,0.304529,3939,msa/msa/8upi_A/predictions/8upi_A/seed_42/predictions/8upi_A_sample_0.cif
8ux2_A,eval-test,protenix_v2_msa,0.624409,0.740089,0.406904,3.093858,1828,msa/msa/8ux2_A/predictions/8ux2_A/seed_42/predictions/8ux2_A_sample_0.cif
8v3m_A,eval-test,protenix_v2_msa,0.902615,0.979349,0.9575,1.090374,3957,msa/msa/8v3m_A/predictions/8v3m_A/seed_42/predictions/8v3m_A_sample_0.cif
8v6t_A,eval-test,protenix_v2_msa,0.798735,0.912753,0.75,2.39454,1392,msa/msa/8v6t_A/predictions/8v6t_A/seed_42/predictions/8v6t_A_sample_0.cif
8vc8_A,eval-denovo,protenix_v2_msa,0.7899,0.926377,0.85533,1.077551,1500,msa/msa/8vc8_A/predictions/8vc8_A/seed_42/predictions/8vc8_A_sample_0.cif
8vcw_A,eval-test,protenix_v2_msa,0.918719,0.99375,0.989297,0.323835,2525,msa/msa/8vcw_A/predictions/8vcw_A/seed_42/predictions/8vcw_A_sample_0.cif
8vh7_A,eval-test,protenix_v2_msa,0.900296,0.979505,0.925766,0.824391,4128,msa/msa/8vh7_A/predictions/8vh7_A/seed_42/predictions/8vh7_A_sample_0.cif
8vpo_A,eval-test,protenix_v2_msa,0.882067,0.972807,0.902902,0.888255,3667,msa/msa/8vpo_A/predictions/8vpo_A/seed_42/predictions/8vpo_A_sample_0.cif
8vqk_A,eval-test,protenix_v2_msa,0.899148,0.992635,0.986284,0.364135,3065,msa/msa/8vqk_A/predictions/8vqk_A/seed_42/predictions/8vqk_A_sample_0.cif
8w6v_A,eval-test,protenix_v2_msa,0.845723,0.960425,0.832996,1.101685,3836,msa/msa/8w6v_A/predictions/8w6v_A/seed_42/predictions/8w6v_A_sample_0.cif
8w7p_A,eval-test,protenix_v2_msa,0.803555,0.953491,0.878,0.99879,2044,msa/msa/8w7p_A/predictions/8w7p_A/seed_42/predictions/8w7p_A_sample_0.cif
8wac_A,eval-test,protenix_v2_msa,0.905735,0.964661,0.953782,0.786608,927,msa/msa/8wac_A/predictions/8wac_A/seed_42/predictions/8wac_A_sample_0.cif
8wae_A,eval-test,protenix_v2_msa,0.910981,0.958311,0.920561,1.504608,787,msa/msa/8wae_A/predictions/8wae_A/seed_42/predictions/8wae_A_sample_0.cif
8wc1_A,eval-test,protenix_v2_msa,0.905221,0.9885,0.985099,0.300101,1127,msa/msa/8wc1_A/predictions/8wc1_A/seed_42/predictions/8wc1_A_sample_0.cif
8wcf_A,eval-test,protenix_v2_msa,0.883091,0.956529,0.8625,1.724589,1301,msa/msa/8wcf_A/predictions/8wcf_A/seed_42/predictions/8wcf_A_sample_0.cif
8whj_A,eval-test,protenix_v2_msa,0.868056,0.961723,0.90535,1.017451,1937,msa/msa/8whj_A/predictions/8whj_A/seed_42/predictions/8whj_A_sample_0.cif
8whn_A,eval-test,protenix_v2_msa,0.856789,0.939688,0.875,0.669379,1173,msa/msa/8whn_A/predictions/8whn_A/seed_42/predictions/8whn_A_sample_0.cif
8wik_A,eval-test,protenix_v2_msa,0.88571,0.990937,0.981456,0.38895,2788,msa/msa/8wik_A/predictions/8wik_A/seed_42/predictions/8wik_A_sample_0.cif
8wim_A,eval-test,protenix_v2_msa,0.879848,0.953574,0.776708,1.167888,4451,msa/msa/8wim_A/predictions/8wim_A/seed_42/predictions/8wim_A_sample_0.cif
8wj5_A,eval-test,protenix_v2_msa,0.699317,0.820658,0.694231,2.007256,1094,msa/msa/8wj5_A/predictions/8wj5_A/seed_42/predictions/8wj5_A_sample_0.cif
8wnj_A,eval-test,protenix_v2_msa,0.888504,0.970586,0.749455,1.057919,7377,msa/msa/8wnj_A/predictions/8wnj_A/seed_42/predictions/8wnj_A_sample_0.cif
8wqn_A,eval-test,protenix_v2_msa,0.886751,0.974215,0.958065,0.448412,1248,msa/msa/8wqn_A/predictions/8wqn_A/seed_42/predictions/8wqn_A_sample_0.cif
8wrx_A,eval-test,protenix_v2_msa,0.697372,0.756763,0.677326,1.702705,727,msa/msa/8wrx_A/predictions/8wrx_A/seed_42/predictions/8wrx_A_sample_0.cif
8wt3_A,eval-test,protenix_v2_msa,0.935849,0.989848,0.990672,0.390728,995,msa/msa/8wt3_A/predictions/8wt3_A/seed_42/predictions/8wt3_A_sample_0.cif
8x7c_A,eval-test,protenix_v2_msa,0.848318,0.97288,0.912857,0.754366,2770,msa/msa/8x7c_A/predictions/8x7c_A/seed_42/predictions/8x7c_A_sample_0.cif
8xf9_A,eval-test,protenix_v2_msa,0.904871,0.988729,0.982975,0.451817,2215,msa/msa/8xf9_A/predictions/8xf9_A/seed_42/predictions/8xf9_A_sample_0.cif
8xif_A,eval-test,protenix_v2_msa,0.899566,0.983288,0.967489,0.525652,1803,msa/msa/8xif_A/predictions/8xif_A/seed_42/predictions/8xif_A_sample_0.cif
